text_cleaned,text_tokens,text_stemmed,text_lemmatized,text_removal,text_bigrams,text_trigrams
kalimantan alumni sekolah sy ngajar wkwk,"['kalimantan', 'alumni', 'sekolah', 'sy', 'ngajar', 'wkwk']","['kalimantan', 'alumni', 'sekolah', 'sy', 'ngajar', 'wkwk']","['kalimantan', 'alumnus', 'sekolah', 'sy', 'ngajar', 'wkwk']","['kalimantan', 'alumnus', 'sekolah', 'sy', 'ngajar', 'wkwk']",kalimantan_alumni alumni_sekolah sekolah_sy sy_ngajar ngajar_wkwk,kalimantan_alumni_sekolah alumni_sekolah_sy sekolah_sy_ngajar sy_ngajar_wkwk
kalo mau belajar kaya gini dmana ya wadahnyaplis yang serius gw pengen tau,"['kalo', 'mau', 'belajar', 'kaya', 'gini', 'dmana', 'ya', 'wadahnyaplis', 'yang', 'serius', 'gw', 'pengen', 'tau']","['kalo', 'mau', 'belajar', 'kaya', 'gini', 'dmana', 'ya', 'wadahnyapli', 'yang', 'seriu', 'gw', 'pengen', 'tau']","['kalo', 'mau', 'belajar', 'kaya', 'gini', 'dmana', 'ya', 'wadahnyapli', 'yang', 'seriu', 'gw', 'pengen', 'tau']","['kalo', 'belajar', 'kaya', 'gini', 'dmana', 'ya', 'wadahnyapli', 'seriu', 'gw', 'pengen', 'tau']",kalo_mau mau_belajar belajar_kaya kaya_gini gini_dmana dmana_ya ya_wadahnyaplis wadahnyaplis_yang yang_serius serius_gw gw_pengen pengen_tau,kalo_mau_belajar mau_belajar_kaya belajar_kaya_gini kaya_gini_dmana gini_dmana_ya dmana_ya_wadahnyaplis ya_wadahnyaplis_yang wadahnyaplis_yang_serius yang_serius_gw serius_gw_pengen gw_pengen_tau
harusnya yang diselidiki bapa rojak ayu ting,"['harusnya', 'yang', 'diselidiki', 'bapa', 'rojak', 'ayu', 'ting', 'ting']","['harusnya', 'yang', 'diselidiki', 'bapa', 'rojak', 'ayu', 'ting', 'ting']","['harusnya', 'yang', 'diselidiki', 'bapa', 'rojak', 'ayu', 'ting', 'ting']","['diselidiki', 'bapa', 'rojak', 'ayu', 'ting', 'ting']",harusnya_yang yang_diselidiki diselidiki_bapa bapa_rojak rojak_ayu ayu_ting,harusnya_yang_diselidiki yang_diselidiki_bapa diselidiki_bapa_rojak bapa_rojak_ayu rojak_ayu_ting
bukan skimeng tapi carding,"['bukan', 'skimeng', 'tapi', 'carding']","['bukan', 'skimeng', 'tapi', 'card']","['bukan', 'skimeng', 'tapi', 'card']","['skimeng', 'card']",bukan_skimeng skimeng_tapi tapi_carding,bukan_skimeng_tapi skimeng_tapi_carding
menurut pribadi keknya bjorka ini bkn sndirian tp kek ada tim g si hhe,"['menurut', 'pribadi', 'keknya', 'bjorka', 'ini', 'bkn', 'sndirian', 'tp', 'kek', 'ada', 'tim', 'g', 'si', 'hhe']","['menurut', 'pribadi', 'keknya', 'bjorka', 'ini', 'bkn', 'sndirian', 'tp', 'kek', 'ada', 'tim', 'g', 'si', 'hhe']","['menurut', 'pribadi', 'keknya', 'bjorka', 'ini', 'bkn', 'sndirian', 'tp', 'kek', 'ada', 'tim', 'g', 'si', 'hhe']","['pribadi', 'keknya', 'bjorka', 'bkn', 'sndirian', 'tp', 'kek', 'tim', 'g', 'si', 'hhe']",menurut_pribadi pribadi_keknya keknya_bjorka bjorka_ini ini_bkn bkn_sndirian sndirian_tp tp_kek kek_ada ada_tim tim_g g_si si_hhe,menurut_pribadi_keknya pribadi_keknya_bjorka keknya_bjorka_ini bjorka_ini_bkn ini_bkn_sndirian bkn_sndirian_tp sndirian_tp_kek tp_kek_ada kek_ada_tim ada_tim_g tim_g_si g_si_hhe
polri vs hacker nih judulnya rame sedng diperbincangkan asli nya sedang menonton podcast ini smbil ngopi dan ketawa terbahak bahak,"['polri', 'vs', 'hacker', 'nih', 'judulnya', 'rame', 'sedng', 'diperbincangkan', 'asli', 'nya', 'sedang', 'menonton', 'podcast', 'ini', 'smbil', 'ngopi', 'dan', 'ketawa', 'terbahak', 'bahak']","['polri', 'vs', 'hacker', 'nih', 'judulnya', 'rame', 'sedng', 'diperbincangkan', 'asli', 'nya', 'sedang', 'menonton', 'podcast', 'ini', 'smbil', 'ngopi', 'dan', 'ketawa', 'terbahak', 'bahak']","['polri', 'v', 'hacker', 'nih', 'judulnya', 'rame', 'sedng', 'diperbincangkan', 'asli', 'nya', 'sedang', 'menonton', 'podcast', 'ini', 'smbil', 'ngopi', 'dan', 'ketawa', 'terbahak', 'bahak']","['polri', 'v', 'hacker', 'nih', 'judulnya', 'rame', 'sedng', 'diperbincangkan', 'asli', 'nya', 'menonton', 'podcast', 'smbil', 'ngopi', 'ketawa', 'terbahak', 'bahak']",polri_vs vs_hacker hacker_nih nih_judulnya judulnya_rame rame_sedng sedng_diperbincangkan diperbincangkan_asli asli_nya nya_sedang sedang_menonton menonton_podcast podcast_ini ini_smbil smbil_ngopi ngopi_dan dan_ketawa ketawa_terbahak terbahak_bahak,polri_vs_hacker vs_hacker_nih hacker_nih_judulnya nih_judulnya_rame judulnya_rame_sedng rame_sedng_diperbincangkan sedng_diperbincangkan_asli diperbincangkan_asli_nya asli_nya_sedang nya_sedang_menonton sedang_menonton_podcast menonton_podcast_ini podcast_ini_smbil ini_smbil_ngopi smbil_ngopi_dan ngopi_dan_ketawa dan_ketawa_terbahak ketawa_terbahak_bahak
ah nebaknebak aja ini gaakan ada yg tau bjorka siapa tapi banyak ngaku2 jadi,"['ah', 'nebaknebak', 'aja', 'ini', 'gaakan', 'ada', 'yg', 'tau', 'bjorka', 'siapa', 'tapi', 'banyak', 'ngaku2', 'jadi', 'bjorka']","['ah', 'nebaknebak', 'aja', 'ini', 'gaakan', 'ada', 'yg', 'tau', 'bjorka', 'siapa', 'tapi', 'banyak', 'ngaku2', 'jadi', 'bjorka']","['ah', 'nebaknebak', 'aja', 'ini', 'gaakan', 'ada', 'yg', 'tau', 'bjorka', 'siapa', 'tapi', 'banyak', 'ngaku2', 'jadi', 'bjorka']","['ah', 'nebaknebak', 'aja', 'gaakan', 'yg', 'tau', 'bjorka', 'ngaku2', 'bjorka']",ah_nebaknebak nebaknebak_aja aja_ini ini_gaakan gaakan_ada ada_yg yg_tau tau_bjorka bjorka_siapa siapa_tapi tapi_banyak banyak_ngaku2 ngaku2_jadi,ah_nebaknebak_aja nebaknebak_aja_ini aja_ini_gaakan ini_gaakan_ada gaakan_ada_yg ada_yg_tau yg_tau_bjorka tau_bjorka_siapa bjorka_siapa_tapi siapa_tapi_banyak tapi_banyak_ngaku2 banyak_ngaku2_jadi
narasumber hati² bnget bicara nya bnyk pertanyaan menjebak,"['narasumber', 'hati²', 'bnget', 'bicara', 'nya', 'bnyk', 'pertanyaan', 'menjebak']","['narasumb', 'hati²', 'bnget', 'bicara', 'nya', 'bnyk', 'pertanyaan', 'menjebak']","['narasumb', 'hati²', 'bnget', 'bicara', 'nya', 'bnyk', 'pertanyaan', 'menjebak']","['narasumb', 'hati²', 'bnget', 'bicara', 'nya', 'bnyk', 'menjebak']",narasumber_hati² hati²_bnget bnget_bicara bicara_nya nya_bnyk bnyk_pertanyaan pertanyaan_menjebak,narasumber_hati²_bnget hati²_bnget_bicara bnget_bicara_nya bicara_nya_bnyk nya_bnyk_pertanyaan bnyk_pertanyaan_menjebak
biorka baru keluar hack lagi,"['biorka', 'baru', 'keluar', 'hack', 'lagi']","['biorka', 'baru', 'keluar', 'hack', 'lagi']","['biorka', 'baru', 'keluar', 'hack', 'lagi']","['biorka', 'hack']",biorka_baru baru_keluar keluar_hack hack_lagi,biorka_baru_keluar baru_keluar_hack keluar_hack_lagi
indonesia bukan kekurangan orang pinter tapi jujur kalau pasti sekarang menjadi negara maju,"['indonesia', 'bukan', 'kekurangan', 'orang', 'pinter', 'tapi', 'jujur', 'kalau', 'indonesia', 'pasti', 'sekarang', 'menjadi', 'negara', 'maju']","['indonesia', 'bukan', 'kekurangan', 'orang', 'pinter', 'tapi', 'jujur', 'kalau', 'indonesia', 'pasti', 'sekarang', 'menjadi', 'negara', 'maju']","['indonesia', 'bukan', 'kekurangan', 'orang', 'pinter', 'tapi', 'jujur', 'kalau', 'indonesia', 'pasti', 'sekarang', 'menjadi', 'negara', 'maju']","['indonesia', 'kekurangan', 'orang', 'pinter', 'jujur', 'indonesia', 'negara', 'maju']",indonesia_bukan bukan_kekurangan kekurangan_orang orang_pinter pinter_tapi tapi_jujur jujur_kalau kalau_pasti pasti_sekarang sekarang_menjadi menjadi_negara negara_maju,indonesia_bukan_kekurangan bukan_kekurangan_orang kekurangan_orang_pinter orang_pinter_tapi pinter_tapi_jujur tapi_jujur_kalau jujur_kalau_pasti kalau_pasti_sekarang pasti_sekarang_menjadi sekarang_menjadi_negara menjadi_negara_maju
nan,['nan'],['nan'],['nan'],['nan'],,
oknumnya kurang pintar,"['oknumnya', 'kurang', 'pintar']","['oknumnya', 'kurang', 'pintar']","['oknumnya', 'kurang', 'pintar']","['oknumnya', 'pintar']",oknumnya_kurang kurang_pintar,oknumnya_kurang_pintar
yg jelas tim polisi cybernya belum mampu mengungkap siapa bjorka sampai skrg dn akhirnya di tangkap pun entah lucu negara konoha ini,"['yg', 'jelas', 'tim', 'polisi', 'cybernya', 'belum', 'mampu', 'mengungkap', 'siapa', 'bjorka', 'sampai', 'skrg', 'dn', 'akhirnya', 'yg', 'di', 'tangkap', 'pun', 'entah', 'lucu', 'negara', 'konoha', 'ini']","['yg', 'jela', 'tim', 'polisi', 'cybernya', 'belum', 'mampu', 'mengungkap', 'siapa', 'bjorka', 'sampai', 'skrg', 'dn', 'akhirnya', 'yg', 'di', 'tangkap', 'pun', 'entah', 'lucu', 'negara', 'konoha', 'ini']","['yg', 'jela', 'tim', 'polisi', 'cybernya', 'belum', 'mampu', 'mengungkap', 'siapa', 'bjorka', 'sampai', 'skrg', 'dn', 'akhirnya', 'yg', 'di', 'tangkap', 'pun', 'entah', 'lucu', 'negara', 'konoha', 'ini']","['yg', 'jela', 'tim', 'polisi', 'cybernya', 'mengungkap', 'bjorka', 'skrg', 'dn', 'yg', 'tangkap', 'lucu', 'negara', 'konoha']",yg_jelas jelas_tim tim_polisi polisi_cybernya cybernya_belum belum_mampu mampu_mengungkap mengungkap_siapa siapa_bjorka bjorka_sampai sampai_skrg skrg_dn dn_akhirnya akhirnya_di di_tangkap tangkap_pun pun_entah entah_lucu lucu_negara negara_konoha konoha_ini,yg_jelas_tim jelas_tim_polisi tim_polisi_cybernya polisi_cybernya_belum cybernya_belum_mampu belum_mampu_mengungkap mampu_mengungkap_siapa mengungkap_siapa_bjorka siapa_bjorka_sampai bjorka_sampai_skrg sampai_skrg_dn skrg_dn_akhirnya dn_akhirnya_di akhirnya_di_tangkap di_tangkap_pun tangkap_pun_entah pun_entah_lucu entah_lucu_negara lucu_negara_konoha negara_konoha_ini
pemerintah kami berhasil menangkap bjorka udah yappingnya,"['pemerintah', 'kami', 'berhasil', 'menangkap', 'bjorka', 'udah', 'yappingnya']","['pemerintah', 'kami', 'berhasil', 'menangkap', 'bjorka', 'udah', 'yappingnya']","['pemerintah', 'kami', 'berhasil', 'menangkap', 'bjorka', 'udah', 'yappingnya']","['pemerintah', 'berhasil', 'menangkap', 'bjorka', 'udah', 'yappingnya']",pemerintah_kami kami_berhasil berhasil_menangkap menangkap_bjorka bjorka_udah udah_yappingnya,pemerintah_kami_berhasil kami_berhasil_menangkap berhasil_menangkap_bjorka menangkap_bjorka_udah bjorka_udah_yappingnya
polisi konohahah hah,"['polisi', 'konohahah', 'hah', 'hah']","['polisi', 'konohahah', 'hah', 'hah']","['polisi', 'konohahah', 'hah', 'hah']","['polisi', 'konohahah', 'hah', 'hah']",polisi_konohahah konohahah_hah,polisi_konohahah_hah
tolong hitung dia ngomong simple berapa kali,"['tolong', 'hitung', 'dia', 'ngomong', 'simple', 'berapa', 'kali']","['tolong', 'hitung', 'dia', 'ngomong', 'simpl', 'berapa', 'kali']","['tolong', 'hitung', 'dia', 'ngomong', 'simpl', 'berapa', 'kali']","['tolong', 'hitung', 'ngomong', 'simpl', 'kali']",tolong_hitung hitung_dia dia_ngomong ngomong_simple simple_berapa berapa_kali,tolong_hitung_dia hitung_dia_ngomong dia_ngomong_simple ngomong_simple_berapa simple_berapa_kali
banda judol aja yg sgtu gampang y gak bisa nangkep apa lagi skelas bjorka,"['banda', 'judol', 'aja', 'yg', 'sgtu', 'gampang', 'y', 'gak', 'bisa', 'nangkep', 'apa', 'lagi', 'skelas', 'bjorka']","['banda', 'judol', 'aja', 'yg', 'sgtu', 'gampang', 'y', 'gak', 'bisa', 'nangkep', 'apa', 'lagi', 'skela', 'bjorka']","['banda', 'judol', 'aja', 'yg', 'sgtu', 'gampang', 'y', 'gak', 'bisa', 'nangkep', 'apa', 'lagi', 'skela', 'bjorka']","['banda', 'judol', 'aja', 'yg', 'sgtu', 'gampang', 'y', 'gak', 'nangkep', 'skela', 'bjorka']",banda_judol judol_aja aja_yg yg_sgtu sgtu_gampang gampang_y y_gak gak_bisa bisa_nangkep nangkep_apa apa_lagi lagi_skelas skelas_bjorka,banda_judol_aja judol_aja_yg aja_yg_sgtu yg_sgtu_gampang sgtu_gampang_y gampang_y_gak y_gak_bisa gak_bisa_nangkep bisa_nangkep_apa nangkep_apa_lagi apa_lagi_skelas lagi_skelas_bjorka
patroli cyber di indonesia tuh bentuknya seperti apa si bang ada yang tau secanggih pemerintah kita,"['patroli', 'cyber', 'di', 'indonesia', 'tuh', 'bentuknya', 'seperti', 'apa', 'si', 'bang', 'ada', 'yang', 'tau', 'secanggih', 'pemerintah', 'kita']","['patroli', 'cyber', 'di', 'indonesia', 'tuh', 'bentuknya', 'seperti', 'apa', 'si', 'bang', 'ada', 'yang', 'tau', 'secanggih', 'pemerintah', 'kita']","['patroli', 'cyber', 'di', 'indonesia', 'tuh', 'bentuknya', 'seperti', 'apa', 'si', 'bang', 'ada', 'yang', 'tau', 'secanggih', 'pemerintah', 'kita']","['patroli', 'cyber', 'indonesia', 'tuh', 'bentuknya', 'si', 'bang', 'tau', 'secanggih', 'pemerintah']",patroli_cyber cyber_di di_indonesia indonesia_tuh tuh_bentuknya bentuknya_seperti seperti_apa apa_si si_bang bang_ada ada_yang yang_tau tau_secanggih secanggih_pemerintah pemerintah_kita,patroli_cyber_di cyber_di_indonesia di_indonesia_tuh indonesia_tuh_bentuknya tuh_bentuknya_seperti bentuknya_seperti_apa seperti_apa_si apa_si_bang si_bang_ada bang_ada_yang ada_yang_tau yang_tau_secanggih tau_secanggih_pemerintah secanggih_pemerintah_kita
makluk anak sma,"['makluk', 'anak', 'sma']","['makluk', 'anak', 'sma']","['makluk', 'anak', 'sma']","['makluk', 'anak', 'sma']",makluk_anak anak_sma,makluk_anak_sma
polisi india,"['polisi', 'india']","['polisi', 'india']","['polisi', 'india']","['polisi', 'india']",polisi_india,
ada g sihhh haker jd robin hood,"['ada', 'g', 'sihhh', 'haker', 'jd', 'robin', 'hood']","['ada', 'g', 'sihhh', 'haker', 'jd', 'robin', 'hood']","['ada', 'g', 'sihhh', 'haker', 'jd', 'robin', 'hood']","['g', 'sihhh', 'haker', 'jd', 'robin', 'hood']",ada_g g_sihhh sihhh_haker haker_jd jd_robin robin_hood,ada_g_sihhh g_sihhh_haker sihhh_haker_jd haker_jd_robin jd_robin_hood
roy suryo kudu turun gunung sih ini,"['roy', 'suryo', 'kudu', 'turun', 'gunung', 'sih', 'ini']","['roy', 'suryo', 'kudu', 'turun', 'gunung', 'sih', 'ini']","['roy', 'suryo', 'kudu', 'turun', 'gunung', 'sih', 'ini']","['roy', 'suryo', 'kudu', 'turun', 'gunung', 'sih']",roy_suryo suryo_kudu kudu_turun turun_gunung gunung_sih sih_ini,roy_suryo_kudu suryo_kudu_turun kudu_turun_gunung turun_gunung_sih gunung_sih_ini
mau jd pahlawn ehh slah tangkap tangkep koruptor ja susah mo twngkp hacker sekelas bjorka kwkwkwk,"['mau', 'jd', 'pahlawn', 'ehh', 'slah', 'tangkap', 'tangkep', 'koruptor', 'ja', 'susah', 'mo', 'twngkp', 'hacker', 'sekelas', 'bjorka', 'kwkwkwk']","['mau', 'jd', 'pahlawn', 'ehh', 'slah', 'tangkap', 'tangkep', 'koruptor', 'ja', 'susah', 'mo', 'twngkp', 'hacker', 'sekela', 'bjorka', 'kwkwkwk']","['mau', 'jd', 'pahlawn', 'ehh', 'slah', 'tangkap', 'tangkep', 'koruptor', 'ja', 'susah', 'mo', 'twngkp', 'hacker', 'sekela', 'bjorka', 'kwkwkwk']","['jd', 'pahlawn', 'ehh', 'slah', 'tangkap', 'tangkep', 'koruptor', 'ja', 'susah', 'mo', 'twngkp', 'hacker', 'sekela', 'bjorka', 'kwkwkwk']",mau_jd jd_pahlawn pahlawn_ehh ehh_slah slah_tangkap tangkap_tangkep tangkep_koruptor koruptor_ja ja_susah susah_mo mo_twngkp twngkp_hacker hacker_sekelas sekelas_bjorka bjorka_kwkwkwk,mau_jd_pahlawn jd_pahlawn_ehh pahlawn_ehh_slah ehh_slah_tangkap slah_tangkap_tangkep tangkap_tangkep_koruptor tangkep_koruptor_ja koruptor_ja_susah ja_susah_mo susah_mo_twngkp mo_twngkp_hacker twngkp_hacker_sekelas hacker_sekelas_bjorka sekelas_bjorka_kwkwkwk
2224,['2224'],['2224'],['2224'],['2224'],,
emang ada hacker yg pengen nangkep koruptor apa untungnya buat itu dianggap pahlawan jangan cetek pemikiran wahai netizen,"['emang', 'ada', 'hacker', 'yg', 'pengen', 'nangkep', 'koruptor', 'apa', 'untungnya', 'buat', 'itu', 'dianggap', 'pahlawan', 'jangan', 'cetek', 'pemikiran', 'wahai', 'netizen']","['emang', 'ada', 'hacker', 'yg', 'pengen', 'nangkep', 'koruptor', 'apa', 'untungnya', 'buat', 'itu', 'dianggap', 'pahlawan', 'jangan', 'cetek', 'pemikiran', 'wahai', 'netizen']","['emang', 'ada', 'hacker', 'yg', 'pengen', 'nangkep', 'koruptor', 'apa', 'untungnya', 'buat', 'itu', 'dianggap', 'pahlawan', 'jangan', 'cetek', 'pemikiran', 'wahai', 'netizen']","['emang', 'hacker', 'yg', 'pengen', 'nangkep', 'koruptor', 'untungnya', 'dianggap', 'pahlawan', 'cetek', 'pemikiran', 'netizen']",emang_ada ada_hacker hacker_yg yg_pengen pengen_nangkep nangkep_koruptor koruptor_apa apa_untungnya untungnya_buat buat_itu itu_dianggap dianggap_pahlawan pahlawan_jangan jangan_cetek cetek_pemikiran pemikiran_wahai wahai_netizen,emang_ada_hacker ada_hacker_yg hacker_yg_pengen yg_pengen_nangkep pengen_nangkep_koruptor nangkep_koruptor_apa koruptor_apa_untungnya apa_untungnya_buat untungnya_buat_itu buat_itu_dianggap itu_dianggap_pahlawan dianggap_pahlawan_jangan pahlawan_jangan_cetek jangan_cetek_pemikiran cetek_pemikiran_wahai pemikiran_wahai_netizen
halah klo ada kegiatan aja cuma foto2 sok nangkap hacker,"['halah', 'klo', 'ada', 'kegiatan', 'aja', 'cuma', 'foto2', 'sok', 'nangkap', 'hacker']","['halah', 'klo', 'ada', 'kegiatan', 'aja', 'cuma', 'foto2', 'sok', 'nangkap', 'hacker']","['halah', 'klo', 'ada', 'kegiatan', 'aja', 'cuma', 'foto2', 'sok', 'nangkap', 'hacker']","['halah', 'klo', 'kegiatan', 'aja', 'foto2', 'sok', 'nangkap', 'hacker']",halah_klo klo_ada ada_kegiatan kegiatan_aja aja_cuma cuma_foto2 foto2_sok sok_nangkap nangkap_hacker,halah_klo_ada klo_ada_kegiatan ada_kegiatan_aja kegiatan_aja_cuma aja_cuma_foto2 cuma_foto2_sok foto2_sok_nangkap sok_nangkap_hacker
bener lagi,"['bener', 'lagi']","['bener', 'lagi']","['bener', 'lagi']",['bener'],bener_lagi,
ladusing negeri konoha,"['ladusing', 'negeri', 'konoha']","['ladus', 'negeri', 'konoha']","['ladus', 'negeri', 'konoha']","['ladus', 'negeri', 'konoha']",ladusing_negeri negeri_konoha,ladusing_negeri_konoha
hahaha salah tangkap mulu emng ga malu pak gmna ini kinerja kerja y,"['hahaha', 'salah', 'tangkap', 'mulu', 'emng', 'ga', 'malu', 'pak', 'gmna', 'ini', 'kinerja', 'kerja', 'y']","['hahaha', 'salah', 'tangkap', 'mulu', 'emng', 'ga', 'malu', 'pak', 'gmna', 'ini', 'kinerja', 'kerja', 'y']","['hahaha', 'salah', 'tangkap', 'mulu', 'emng', 'ga', 'malu', 'pak', 'gmna', 'ini', 'kinerja', 'kerja', 'y']","['hahaha', 'salah', 'tangkap', 'mulu', 'emng', 'ga', 'malu', 'gmna', 'kinerja', 'kerja', 'y']",hahaha_salah salah_tangkap tangkap_mulu mulu_emng emng_ga ga_malu malu_pak pak_gmna gmna_ini ini_kinerja kinerja_kerja kerja_y,hahaha_salah_tangkap salah_tangkap_mulu tangkap_mulu_emng mulu_emng_ga emng_ga_malu ga_malu_pak malu_pak_gmna pak_gmna_ini gmna_ini_kinerja ini_kinerja_kerja kinerja_kerja_y
wapres kita juga jago tentang ai,"['wapres', 'kita', 'juga', 'jago', 'tentang', 'ai']","['wapr', 'kita', 'juga', 'jago', 'tentang', 'ai']","['wapr', 'kita', 'juga', 'jago', 'tentang', 'ai']","['wapr', 'jago', 'ai']",wapres_kita kita_juga juga_jago jago_tentang tentang_ai,wapres_kita_juga kita_juga_jago juga_jago_tentang jago_tentang_ai
woy botak pelit,"['woy', 'botak', 'pelit']","['woy', 'botak', 'pelit']","['woy', 'botak', 'pelit']","['woy', 'botak', 'pelit']",woy_botak botak_pelit,woy_botak_pelit
mutarmutar ke lain pembahasannya balik lagi bjorka,"['mutarmutar', 'ke', 'lain', 'pembahasannya', 'balik', 'lagi', 'bjorka']","['mutarmutar', 'ke', 'lain', 'pembahasannya', 'balik', 'lagi', 'bjorka']","['mutarmutar', 'ke', 'lain', 'pembahasannya', 'balik', 'lagi', 'bjorka']","['mutarmutar', 'pembahasannya', 'bjorka']",mutarmutar_ke ke_lain lain_pembahasannya pembahasannya_balik balik_lagi lagi_bjorka,mutarmutar_ke_lain ke_lain_pembahasannya lain_pembahasannya_balik pembahasannya_balik_lagi balik_lagi_bjorka
obrolan isi daging ini sih,"['obrolan', 'isi', 'daging', 'ini', 'sih']","['obrolan', 'isi', 'dage', 'ini', 'sih']","['obrolan', 'isi', 'dage', 'ini', 'sih']","['obrolan', 'isi', 'dage', 'sih']",obrolan_isi isi_daging daging_ini ini_sih,obrolan_isi_daging isi_daging_ini daging_ini_sih
heheheh institusi ini seperti grub lawak ya,"['heheheh', 'institusi', 'ini', 'seperti', 'grub', 'lawak', 'ya']","['heheheh', 'institusi', 'ini', 'seperti', 'grub', 'lawak', 'ya']","['heheheh', 'institusi', 'ini', 'seperti', 'grub', 'lawak', 'ya']","['heheheh', 'institusi', 'grub', 'lawak', 'ya']",heheheh_institusi institusi_ini ini_seperti seperti_grub grub_lawak lawak_ya,heheheh_institusi_ini institusi_ini_seperti ini_seperti_grub seperti_grub_lawak grub_lawak_ya
om ded mode intel gali trosss omm,"['om', 'ded', 'mode', 'intel', 'gali', 'trosss', 'omm']","['om', 'ded', 'mode', 'intel', 'gali', 'trosss', 'omm']","['om', 'ded', 'mode', 'intel', 'gali', 'trosss', 'omm']","['om', 'ded', 'mode', 'intel', 'gali', 'trosss', 'omm']",om_ded ded_mode mode_intel intel_gali gali_trosss trosss_omm,om_ded_mode ded_mode_intel mode_intel_gali intel_gali_trosss gali_trosss_omm
bukan orng indo dia russia itu,"['bukan', 'orng', 'indo', 'dia', 'russia', 'itu']","['bukan', 'orng', 'indo', 'dia', 'russia', 'itu']","['bukan', 'orng', 'indo', 'dia', 'russia', 'itu']","['orng', 'indo', 'orng', 'russia']",bukan_orng orng_indo indo_dia dia_russia russia_itu,bukan_orng_indo orng_indo_dia indo_dia_russia dia_russia_itu
keren om ded bisa ngundang si bjorka asli ke podcast,"['keren', 'om', 'ded', 'bisa', 'ngundang', 'si', 'bjorka', 'asli', 'ke', 'podcast']","['keren', 'om', 'ded', 'bisa', 'ngundang', 'si', 'bjorka', 'asli', 'ke', 'podcast']","['keren', 'om', 'ded', 'bisa', 'ngundang', 'si', 'bjorka', 'asli', 'ke', 'podcast']","['keren', 'om', 'ded', 'ngundang', 'si', 'bjorka', 'asli', 'podcast']",keren_om om_ded ded_bisa bisa_ngundang ngundang_si si_bjorka bjorka_asli asli_ke ke_podcast,keren_om_ded om_ded_bisa ded_bisa_ngundang bisa_ngundang_si ngundang_si_bjorka si_bjorka_asli bjorka_asli_ke asli_ke_podcast
kalau ga gblk mgkn jadi polisi,"['kalau', 'ga', 'gblk', 'mgkn', 'jadi', 'polisi']","['kalau', 'ga', 'gblk', 'mgkn', 'jadi', 'polisi']","['kalau', 'ga', 'gblk', 'mgkn', 'jadi', 'polisi']","['ga', 'gblk', 'ga', 'mgkn', 'polisi']",kalau_ga ga_gblk gblk_mgkn mgkn_jadi jadi_polisi,kalau_ga_gblk ga_gblk_mgkn gblk_mgkn_jadi mgkn_jadi_polisi
