,text_cleaned,label
1493,basic tni ngetawain polri wkwkwk tapi emang lucu sih liatt nohh bjorka ketawa di pojokan,
1494,cukupaja,
1495,mangkanya hacker terhebat di dunia tidak bisa ngehack aku karena punya uang banyak,
1496,3654 kok kaya keliatan instansi mana yaa,
1497,kata anak mantan solemannya dealer moge mereka pernah dikasih data nasabah dari suatu bank dan itu dibeli per nama 500rupiah jaman yg didapat bisa ratusan waduhhhkeceplosan,
1498,2 kemungkinan maksud dari polisi menangkap byorka palsu 1 untuk memancing asli keluar mendapatkan penghargaan dan hadiah bank,
1499,dari pada gk ada pencapaian,
1500,5140 pake wa mod aja bisa,
1501,bisa nih om ded juga punya sumber daya yg mumpuni buat adain kompetisi menampung bakat2 cyber,
1502,pahlawanku bjorka,
1503,kasus vina aja yg di tangkap tukang bangunan aneh,
1504,kalau dia emang bener tinggal bukti kan di umum trus bisa retas saya si belum percaya ketangkep beneran yang asli,
1505,tapi emang bener sih jaman sekarang jual beli data informasi orang begitu mudah dilakukan contohnya bank gue aja dipake buat dituduh jadi tersangka penipuan dan pencucian uang di bandung padahal lucunya jarang pergi ke malah engga2 untung udah lapor sama kepolisian daerah pelaku aslinya ketangkep tetap trauma apa yg terjadi awal tahun ini semoga kalian berhati hati transaksi online entah e banking maupun apapun bentuk krn biasanya pelaku2 bejat itu pake sesuka oknum2 yang tak bertanggung jawab kek hadeuhhh males berurusan polisi soalnya warga bersalah kayak bisa mana polisinya asal mau main tangkap so melaporkan kasus tersebutso hati2 ya karena modus tuh banyak bgt macam nya bokap belum lama kena 500rb terdekat rumah dah huhu negara baik2 gaesaminnn,
1506,pengemis uang para sopir kok nangkep heker bokis,
1507,tau kan aparat kita gimana haha,
1508,lebih pinter kpu dong,
1509,ngurus maling ayam aja gak becusmimpi bjorka sadar kalau tamat sma,
1510,menit 58 klo koruptor engk pake catingan itu karna lebih mengerikan kathuan selingkuh dari pada ketahuan,
1511,dari awal berita penangkapan bjorka muncul gua gk percaya sama sekali segimana kuat sih cyber mabes polri,
1512,tolong donk para hacker bikin kita2 yg miskin jadi kaya mendadak harta qorun nya parakoruptor tranfer ke butuh duit utk makan wkwkwk,
1513,muncul aja yang banyak bjorka² baru semoga mereka bisa bikin babak belur pemerintah serta aparat supaya melek betapa pentingnya orang² seperti kalian,
1514,bareskrim hny bs menyatakan itu identik aslinyatnp pernah taulihat aslinya,
1515,kelihatannya polisi harus banyak berbenah diri meningkatkan kemampuannya dan jangan mengarang bap supaya kelihatan berhasil mengungkap kasus,
1516,asik banget om obrolan nya berkelas seru nonton,
1517,sebelom gw klik ni video kok tumben sadana agung kesini,
1518,anggaran polri itu banyak nangkep 1 orang aja masih salah tangkep buat apa sebanyak kalo ujung ujungnya kayak gitu,
1519,seharusnya berantas tu judol,
1520,percaya sih dengan modus penipuan yg sekarang ada korban kena 8juta dan semua data itu sama persis,
1521,malu 1 indonesia yang nangkep,
1522,kapan sih polisi kita gak salah tangkap almarhum gama di semarang aja bisa difitnah sbg pelaku tawuran dengan barbuk kronologi yg dibuat entah ide dari mana katanya punya labforensik cyber security tercanggih,
1523,menit 49 klo masih megang hp yah isinya bisa di ketahui orang,
1524,berarti nagkep yg palsu,
1525,jadi ingat kasus vina cirebon,
1526,bener kata pak rismon polisi harus di bubarkan rekrut calon baru dengan ketat,
1527,itulah sdm ladusing dan hal yg slh lg ketika ada bener2 hebat sprt bjorka bukannya di rekrut untuk memperbaikin diinstitusi tapi malah dijadikan lawan kl urusan cuan jagonya hahahaha,
1528,cuma pengalihan isu aja jangan diseriusin,
1529,bjiorka tertawa melihat konten ini,
1530,byk org jenius dari indonesia tapi pejabatnya yg bodo amat suka korupsi,
1531,polisi harus bleking news lagikarna keliru,
1532,nah aku pernah ketipu yang begitu karna mau memperbaiki gmail,
1533,konten yang kaya begini w ngga pernah skip wkwwkwkwk,
1534,mas ded sekarang banyak sekuritas di heg apa itu kerjaan heker,
1535,ya ampun sebodoh itu yaa plsi kita,
1536,masih penasaran expresi polisi yang nangkep bjirka,
1537,fufufafa jelas mengarah pada seseorang tapi pemerintah tidak punya kuasa untuk menangkap,
1538,bang detkita semua sudah taulah bagaimana kinerja institusi tersebutsudah seringlah salah tangkapkesimpulannya kita juga mereka it,
1539,polisi gvlk gk guna,
1540,ini kaya dulu ada film hollywood the rainman dll seseorang yg berkebutuhan khusus tapi punya kemampuan melihat kode berdasarkan angka acak,
1541,biar cepat naik pangkat cara apapun akan di lakukan polisi,
1542,tdk mungkin menangkap bjorkaakun fufufafa aja smpai sekarang blm tau pemiliknyaapalagi bjorka,
1543,nanya doang bukannya medsos itu platform paling ga aman buat heker tpi kok bjorka punya ig y apa dia bisa ngelindungi diri sendiri,
1544,kalau byorka bisa ditangkap begitu saja knp sekelas fufufafa sulit mengungkapkan untuk,
1545,isilop,
1546,om kok video nya gk enak ya di liat ada kamera master,
1547,halah si lopis nyari motor hilang aja gak bisa apalagi bjorka salah tangkap lagi die,
1548,indonesia gak pernah mau ngakuimemakai anak2 cerdas di bidang it jgn salahkan mereka kalau dipakai negara lain atau malah bikin masalah sendiri salah punya anak bangsa yg dicuekin korupsi aja loe gede gedein,
1549,kalau tombol pemicu hulu ledak senjata nuklir apa bisa diretas,
1550,kepalang malu gengsi klo di lepasin lg,
1551,hahahahanagkap hacker gampang amat tuh parcok hahahapolisi konoha cocoknya nangkap maling ayam sama singkong bisa hitungan detik tertangkap lah ini jangankan nangkep koruptor ajah gak wkwkwkwkw kocak memang polisi,
1552,abis nonton ini pasti bnyak yang penasaran belajar hack tar ada juga mentok nya harus kmn,
1553,1300 nah itu yg gw heran banyak orang mumpuni dalam bidang ini kenapa dari pemerintahan gada manggilmempekerjakan mereka untuk keamanan negara bjorka sangat mungkin buat ditangkap tapi semua tergantung tindakan petinggi negeri mau terbaik atau bertahan seperti mana sekarang mendukung aksi pihak diobrak abrik sama 1 nama lebih baik selain mengkambing hitam kan lain,
1554,gw kehilangan motor di indo lapor polisi finlandia bro,
1555,sederhana aja pass default gak di ganti bro,
1556,salut pada etickal hacker indonesia salam sukses,
1557,lawak sekali indonesia ku,
1558,memang di sini ada yang percaya kinerja polisi,
1559,jadi ini sebenarnya polisi nya ketipu apa polisinya yg nipu jd bingung eh gaes btw barusan bjorka wa gw mau cod an musang nih,
1560,5712 gua keinget smart contract ada yg sama,
1561,yang kerjanya nyari ceperan pinggir jalan gaptek parah yakali bisa nangkep hacker,
1562,para hacker harus nya pada tau siapa itu bjorka cuman diam karena tidak di hargai pemerintah opini saya,
1563,prakerja bisa kepake ktpnya,
1564,ini instansi terkait masih mengira pemikiran kita kolot gitu kah kok ky memaksakan sekali,
1565,nantang bjorka sedangkan nangani maling yg jelas bukti nya aja males kalau ga ada duitnya gimana mau bisa dibilang kelas profesional,
1566,benarpun rakyat sdh terlanjur tdk percaya,
1567,polisi mana bisa berprestasi kalau cara rekrutmen masih seperti sekarang lulus slta jual tanah pendidikan 3 bulan jadidah,
1568,di indonesia pembuat nya luar buat kejahatannya bnar sekali,
1569,rakyat lebih pinter dri pada polisi,
1570,kalau byrk ini kelompok saya percaya cuma di awal kemunculannya pasti momen berita negara lagi negatif kan aneh sekelas police pd banget masuk media nasional ngaku nangkap seolah olah udah tervalidasi nah sekarang muncul habis puk terpaksa ngeluarin fotocopy ijazah itu jg karna takut kena undang data publik buuuum tiba ada penangkapan kalo jaman dlu pola nya aja boom teror era hilang entah gak laku dan berganti dunia it analisa awam yg posisi lg keracunan 2 ayah anak tertangkap pria menjual senjata ke warga asli lokal apakah pembelokan highlight tau tapi gitu terus rame viral ter spotlite terpojok harapan semoga benar representasi masyarakat muak dengan kelakuan elit akan menjadi ancama kinerja untuk mendesak jadi lebih baik,
1571,tidak ada sistem yang aman mrx,
1572,nyari hp arya daru yg hilang aja gk sanggup koq bs nangkep hacker top polisi klo becanda kadang sk kelewatan,
1573,yessssssssss seperti dugaaannnnn makasihhhhh ommmmmmmm udah undang lagi mas teguh apriyanto,
1574,sdm kepolisian gimana nih,
1575,nagkep maling motor di dunia nyata aja kaga bisa rx king yang cimanggis maya itulah taktik menaikan citra polisi selama ini terperosok indonesia kan punya badan cyber kerjanya main game majic chess gogo,
1576,he is a decoy,
1577,apa yang dibanggain dari aparat kepolisian dinegri ini wkwkwk,
1578,bjorka yg di tangkep ga keliatan kaya hacker,
1579,bikin rek mungkin bisa karna ada yang belum pernah tiba udah,
1580,5451 aduuuuuh bang ngapain lu jelasin jd ketauan dah,
1581,masa polisi cyber dgn wallpaper hacker tidak bisa menangkap bjork,
1582,entar dibilangin salah tangkap dan penangkapan tsb hanyalah alat kenaikan pangkat wkwkwkwk,
1583,kebanyakan akun hacker itu bukan dgn data pribadi tapi mengunakan orang lain kalau tidak ya mencuri untuk di gunakan permanen atau sementara memiliki banyak menghilangkan jejak seni ilmu membobol dan melarikan diri setiap yg tinggal kan,
1584,sayang banget pemerintah kita se dungu itu kata rookie gerung coba klo di ramgkul beuhhhh,
1585,pengalihan isu,
1586,gmn polisi mau nangkep hacker mereka main judol aja sering kalah,
1587,polisi udh jelek di mata masyarakat ada kasus besar sekalinya heacker punya nama malah yg tangkep ngk dampak nya sedangkan buronya masih nge teks blom ketangkep lah siapa hahaha aneh jir,
1588,mirip mas cemen anak stand up indo,
1589,kerugian terbesar negara berpindahnya uang keluar melalui judol nah itu dulu di beresin,
1590,2510 cheat game e991pekalongan cheater adakah alumni ini,
1591,boro nangkap hacker ngurus masalah motor hilang aja kesusahan,
1592,mnrt gw polisi kita harus mau belajar sama orangorang kyk gini di hire sebagai professional kalau perlu,
1593,si coklat niat mau nunjukin taringnya ehh malah kelihatan,
1594,dikita cyber buat nyari info sesui kepentingan pribadi,
1595,woeyparcok siber bjorka bukan level kalian,
1596,di lingkungan gw malah polisi jadi trouble maker kata sih dia intel,
1597,wkwk polisi kalo diluar negeri patroli tiap malam di indonesia dikantor kalau gk pulang bobohok aduh nangkep byorka kasus maling motor malusan nangkepnya lamaa ketangkep nya pdhl teknologi dah canggih cctv ada dimana mana,
1598,polisi mau nangkap byorka mereka tidak punya kemampuan utk tapi uang jabatan jadi penjilat dan hal kotor lainnya,
1599,bjorka hack yg lebih penting dari uang dong buka junlah di rekening para politis biar rakyat tahu korupsi mereka berapa besar,
1600,bjorwi gx di tangkap perusak demokrasi,
1601,sepakatsdh kudugayg ditangkep adalah penipu lewat telpon,
1602,hacker tuh orang cerdas pilihan dan gk sebodoh yg nangkepmasa iya bisa manipulasiin lokasinya sendiri bahkan duplikatin puluhan lokasi sesukanya untuk ngelabuin lawanlucu klo liat berita dibuat boomer kolot itu kaya dibilang dongo cuma tau duit,
1603,wkwkwk anak punk betulan kahh om yang di jadikan sasaran,
1604,dengan kasus ini membuktikan bahwa institusi haus validasi sekelas polri apakah sebelum prescon itu sudah investigasi untuk benar yg ditangkap adalah bjorka klo memang segampang ditipu dan dipermainkan memprihatikan kualitas kinerjanya cobalah bapak kapolri bikin survey kepuasaan kinerja kepolisian dimasyarakat biar tau citra seburuk apa dimata masyarakat di komentar om deddy aja gak ada positif tentang kalian pak tolong dong evaluasi,
1605,ini baru youtuber idolaℙℝ𝕆𝔹𝔼𝕋855,
1606,bikin senyum sendiriℙℝ𝕆𝔹𝔼𝕋855konten ini benerbener top,
1607,ini video cocok banget dipasangin sama kontenℙℝ𝕆𝔹𝔼𝕋855,
1608,judul video kemarin saya coba diℙℝ𝕆𝔹𝔼𝕋855memang juaranya brayy,
1609,kreatif banget oh inikah rasa manis yang saya impi impikan ternyata ada diℙℝ𝕆𝔹𝔼𝕋855,
1610,jangan pernah takut menghadapi masa depan hadapi lalu perjuangkanlah itu bersamaℙℝ𝕆𝔹𝔼𝕋855,
1611,asli dehℙℝ𝕆𝔹𝔼𝕋855sama konten lo samasama bikin betah,
1612,ℙℝ𝕆𝔹𝔼𝕋855kamu emang terbaik setiap main bikin ketagihan ceritanya relate visualnya top,
1613,kreatif banget oh inikah rasa manis yang saya impi impikan ternyata ada diℙℝ𝕆𝔹𝔼𝕋855,
1614,benerbener berkualitas gak cuma buat ditontonℙℝ𝕆𝔹𝔼𝕋855tapi bisa jadi bahan renungan juga teruskan bikin konten kayak gini,
1615,benerbener rejeki nomplokℙℝ𝕆𝔹𝔼𝕋855juara banget,
1616,aku gak habis pikir kenapa channel sekeren ini masih belum banyak dikenalℙℝ𝕆𝔹𝔼𝕋855semua elemen dalam videonya niat banget dari editing penyampaian sampe vibesnya pokoknya konten berkualitas tinggi,
1617,bikin senyum sendiriℙℝ𝕆𝔹𝔼𝕋855konten ini benerbener top,
1618,dengan dedikasi dan dukunganℙℝ𝕆𝔹𝔼𝕋855kesuksesan pun menjadi kenyataan,
1619,0101 sungguh takjub denganℙℝ𝕆𝔹𝔼𝕋855ceritanya begitu menyentuh memadukan makna mendalam dengan gameplay yang seru visualnya memukau dan hadiahnya benarbenar luar biasa wajib coba untuk pengalaman tak terlupakan,
1620,yang udah nonton asii tuh beneran kata orang orangℙℝ𝕆𝔹𝔼𝕋855beneran memuaskan,
1621,gas terus kakℙℝ𝕆𝔹𝔼𝕋855,
1622,0057ℙℝ𝕆𝔹𝔼𝕋855emang juara baru main sekali langsung jatuh cinta sama konsep dan ceritanya harus coba,
1623,kasihan banget polisi dia yang nangkap biorjka ke sebar datanya hahha,
1624,apakah ujung2nya ada penambahan anggaran lagi setelah ini,
1625,polisi paling jago nyari uang bang haram tapi,
1626,dan korup ribuan t bersama ledakan kilang minyaaak nya terlewatken beritanya awok dll lebih banyak dari jumlah pinjaman hutang negara,
1627,polkis itu kalau diam meresahkan bergerak bikin ngakak seindonesia,
1628,lawak maling motor yg kasat mata aja gitu dehh bjorka ketangkep persliris 5mnt hack lagi,
1629,udh mkan gaji buta krja ga becus siapa lagi klo bukan polusi,
1630,bjorka indonesia akan aman dari gangguan negara lain dia adalah penyelamatuangnya banyak ces aq dukung selalu,
1631,2232 gw curiga jangan2 bjorka om ded dia kan dulu autis,
1632,negeri kanoha emang lawak,
1633,kok bisa gitu mereka gak malu,
1634,hengker,
1635,ini mnrutku hal plg hina yg di lakuin instansi itu om bisa2 ngaku nangkep byorka setelah ksus nanggkep org nyurangi sistem judol dan ngebela malingbegalpelaku kejahatan,
1636,gak sulit dan mahal kok buat sekelas negara sebetulnya cuman hobby pejabatelit politik di ini yg suka korupsi sama mereka selalu berfikir kalau orang umum indo bodoh2 bisa tipu terus padahal realitanya enggak,
1637,kita tantang bjorka buka harta korupsi mulyono family,
1638,nangkap haker x tukang parkir,
1639,kelucuan di penghujung 2025,
1640,hahahahague ketawaentar enggak lama lagi rekening aparat perwira di kepolisian kuras,
1641,itu sebuah kelompok yg berisikan 6 orang,
1642,akhirnya bjorka diciduk polisi tapi kalau kamu nggak mau ditipu hacker cari bbca4d di google buat tips antibocor,
1643,bjorka ketahuan tapi kalau kamu takut data pribadi bocor cari bbca4d di google dan pastikan semua terjaga,
1644,polisi tangkap bjorka tapi kalau kamu nggak mau jadi korban hacker berikutnya cari bbca4d di google,
1645,bjorka ditangkap polisi tapi data kamu tetap rentan cari bbca4d di google biar gak ada hacker lain yang ikutikutan,
1646,polisi tangkap bjorka tapi jangan lupa dunia maya masih penuh ancaman cari bbca4d di google dan amankan datamu,
1647,polisi tangkap bjorka tapi kalau kamu nggak mau jadi korban hacker berikutnya cari bbca4d di google,
1648,bjorka ketahuan tapi kalau kamu takut data pribadi bocor cari bbca4d di google dan pastikan semua terjaga,
1649,polisi tangkap bjorka tapi jangan lupa dunia maya masih penuh ancaman cari bbca4d di google dan amankan datamu,
1650,polisi tangkap bjorka tapi jangan sampai kamu juga jadi korban cari bbca4d di google buat jagajaga,
1651,akhirnya bjorka ditangkap polisi tapi kalau masih ada yang nyebelin di internet cari bbca4d google untuk cara melindungi diri,
1652,polisi akhirnya tangkap bjorka tapi kalau kamu ingin tetap aman cari bbca4d di google biar data terlindungi,
1653,bjorka ditangkap tapi jangan khawatir soal privasi cari bbca4d di google dan pastikan akunmu tetap aman,
1654,polisi berhasil tangkap bjorka tapi kalau kamu masih takut dihack cari bbca4d di google untuk tips jaga keamanan online,
1655,jadi cuan terus ni podkes,
1656,parcok memang kayak gitu nggk usah pake istilah oknum lha sifatnya 1 institusi,
1657,akibat anak baru lulus sma di kasih seragam ya gitu hasilnya konyol,
1658,bjorka bangkajogjaoganrangkasbitungkediriaceh,
1659,bjorka sedang menonton,
1660,film the acounttan 2,
1661,bang kan anda ada di pemerintahan bilangi ya sama mereka rakyat sudah cerdas gak usah aneh tau mana yg benar yang,
1662,ga yakin polisi indonesia sehebat itu,
1663,bg hacking jokowi,
1664,ga yakin polisi indonesia sehebat itu,
1665,j,
1666,gokiiiiilll bjorka,
1667,undang yai mim dong,
1668,sepertinya nama bjorka keluar biar cairnya banyak kali,
1669,emang mesti diganti kp0l nye,
1670,pengalihan issue ini mah krn sekarang lg rame ijazah palsu,
1671,yang di tangkap menurut saya bjir lah atau b rojak,
1672,hmmm sicoki,
1673,polisi kocak hacker sejati itu pemlasuan ijasah bisa gak nangkep,
1674,gue pernah pake whats upp mod njirrr,
1675,hayoooo pengalihan isu,
1676,nah ya jelas itu bukan bjorka si coklat kerjanya kek gitu aja suka ngaku,
1677,tolong ajari meraka dong bang bikin narasidrama membohongi para manusia pinter biar sulit gk gampang nebak nya gtuh,
1678,jangan mas ini bagian dari byorka dan omded sedang memancing opini gua aja mah maaf kalo salah,
1679,2642,
1680,kerahkan ahli sepiritual min melalui mediasi dll katanya ada,
1681,polisinya gk pinter kayanya pinteran robot guguk nya,
1682,ko ga ada suaranya,
1683,dari semua yg komen di sini udah enggak percaya sama polisi,
1684,bener gak bisa kerja yah,
1685,besok² syarat daftar jadi polis di konoha minimal s1 lah biar ga lawak terus,
1686,pesan buat bjorka bocorkan data harta kekayaan semua pejabat ke publik,
1687,bjorka perasaan udah bertahun2 dicari belum kedapat juga wkwk sama nih kayak pejabat2 korup indo,
1688,lagian mau itu hacker bjorku kek apa knpa tiba2 ada berita di tangkep wkwkwkw sblm judol udh duluan kocak banyak bngt cuma 1 polisi ngapain si bikin malu diri sendiri mulu,
1689,wkwk bjorka dah nonton aja nih podcast nya om det,
1690,bjorka stunting wkwkwkkw,
1691,hacker itu punya hati yg ga ngerugiinngejual data orang miskinorang baik lebih jahat koruptor sih justru malah ngebongkar jahatbusuk menurut gw yeee,
1692,duit rakyat buat beli robot sama mobilmobilan dasar masa kecil kurang bahagia,
1693,undang putra aji dong om seru tuh sma mas ini barengin,
1694,salah tangkap ya ga lah emg begitu kerjanya,
1695,ladusing terlalu goblok cari masalah sama hacker auto panik seumur hidup,
1696,lucu bgt kepolisian indo,
1697,yg gampang aja ga ketangkep apa lagi bjorka,
1698,retas semua rekening polisi bang,
1699,wahh suhu teguh aprianto respect king,
1700,bjorka itu keknya bukan 1 orang tapi group atau tim kayaknyaa,
1701,retas semua rekening polisi bang,
1702,wkwkwk,
1703,1747 saya suka ini,
1704,teknologi emang ga ada yang aman buat cari celah sesimpel lu ngedork di google udah mencoba keamanan website,
1705,kocak,
1706,kasian kali lah anak yg di tangkap salah itu waktu terbuang dan belum tentu bisa makan enak lagi paksa untuk mengaku tuduhkan mungkin kena kekerasan parah memang polisi sempak ini,
1707,ini orang siapa sih kaga kenal gua mah dah,
1708,suaranya kaya kenal tamu bulan kemarin ya om,
1709,gk ada hukuman bagi yg membuat kesalahan di pemierintah,
1710,yg diundang hacker lsm eeeekk,
1711,bagaimana dengan nasib orang yang di tangkap apakah ada bertanggung jawab atau oknum berwajib hanya bisa menjawab tanpa tanggungan,
1712,malu banget ga sih up biar tranding,
1713,ha gw tau lg siapa dia buka kelas di skool yg dr canada ak aja bikin,
1714,om teguh gak ada niat buat bantu pemilu pake teknologi blockchain,
1715,5451 ehhh busyet seorang deddy corbuzier pura² gk tau apa gimane masa wa mod aja gw yg masyarakat awam pernah pakek 8 tahun lalu alasan lagi khawatir data dihack ama punya apk,
1716,kualitas polisi indonesia,
1717,tadi gw nemu komen yg intinya gini beberapa oknum kerjanya patroli cuma foto2 doang trus ada balas kerja kok mereka malamnya ke tempat jual mras karaoke club dll sambil salaman kenapa gak ditindak menurut dari pov tersebut bakal jawab gimana nindak ini kan lahan bos mending nyelam minum air lah hahahaha works ga menurutmu,
1718,satu jam sepuluh detik saya sangat setuju dengan kata2 tersebut dan juga bermakna,
1719,katanya anak sgb,
1720,itu abangnya aman gak nanti di tangkap sama bajingan seragam coklat juga dia,
1721,kalo polisi tangkap bjoko bisa gk coy,
1722,ko jadi kurusan yah narasumber ini apa cuma gw doang yang merasa,
1723,tp yg dukung byorka bukan hacker sj sii masyarakat jg cenderung semuanya pendukung,
1724,yang di tangkep itu bukan bjorka tapi bijiorca,
1725,segala polisi yg ada di indonesia ini perlu sekolah lbh tinggi lagi untuk menangkap seorang hecker anak funk ngamen tangkap,
1726,komedi terlucu akhir tahun ladusing nangkep bjorka,
1727,hacker itu sangat buas semakin dia ditantang dari pada berantas mending belajar judol dulu yang jelas banyak didepan mata,
1728,mungkin ga sih om klo ini semua pengalihan isu karna bnyk bngt sebenernya kasus masalah yg lbh penting untuk di atasin dari pada naikin berita menangkap bjorka contohnya seperti bagaimana perkembangan nya tentang mega koruptor bagiku itu ya,
1729,kreatif banget niat bikin kontennyaℙℝ𝕆𝔹𝔼𝕋855,
1730,ga heran polisi indo otak nya dangkal,
1731,kreatif banget cara penyampaian kamu beda dari yang lain jadi betah nonton sampai akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu karya selanjutnya,
1732,0101 sungguh takjub denganℙℝ𝕆𝔹𝔼𝕋855ceritanya begitu menyentuh memadukan makna mendalam dengan gameplay yang seru visualnya memukau dan hadiahnya benarbenar luar biasa wajib coba untuk pengalaman tak terlupakan,
1733,kreatif banget niat bikin kontennyaℙℝ𝕆𝔹𝔼𝕋855,
1734,0910 visualnya cakep parah ℙℝ𝕆𝔹𝔼𝕋855,
1735,422 hadir menyimak semangatℙℝ𝕆𝔹𝔼𝕋855,
1736,002 wah kerenℙℝ𝕆𝔹𝔼𝕋855terbaik menang mudah,
1737,0057ℙℝ𝕆𝔹𝔼𝕋855emang juara baru main sekali langsung jatuh cinta sama konsep dan ceritanya harus coba,
1738,super mantap situsℙℝ𝕆𝔹𝔼𝕋855gampang menangnya,
1739,terima kasih udah bikin video sekeren iniℙℝ𝕆𝔹𝔼𝕋855aku merasa dapet banyak banget insight baru yang paling aku suka adalah bagaimana kamu penonton nyaman dan gak dihakimi doaku terbaik buat perjalanan channel ini,
1740,kreatif banget cara penyampaian kamu beda dari yang lain jadi betah nonton sampai akhirℙℝ𝕆𝔹𝔼𝕋855ditunggu karya selanjutnya,
1741,kreatif banget niat bikin kontennyaℙℝ𝕆𝔹𝔼𝕋855,
1742,keren banget video ini terasa tulus dan penuh maknaℙℝ𝕆𝔹𝔼𝕋855yang paling aku suka penonton merasa nyaman bahagia,
1743,0030 wowℙℝ𝕆𝔹𝔼𝕋855beda banget ceritanya mengalir visualnya kece,
1744,gak ada yang bisa ngalahin video kita kalau lapar itu makan haus minum tapi gacor diℙℝ𝕆𝔹𝔼𝕋855,
1745,makin hari kontennya kerenℙℝ𝕆𝔹𝔼𝕋855,
1746,0101 sungguh takjub denganℙℝ𝕆𝔹𝔼𝕋855ceritanya begitu menyentuh memadukan makna mendalam dengan gameplay yang seru visualnya memukau dan hadiahnya benarbenar luar biasa wajib coba untuk pengalaman tak terlupakan,
1747,1752 wkwkwkkwkwkw,
1748,kapolri kapan mundur nya malu woi,
1749,1750 llu dalam bahaya bang bro wkwkwkw,
1750,polisi malas tangkap bos tambang ilegal karna dikasih uang,
1751,bjorka udah yapping nya,
1752,byorka sambil sebat diatas rooftop sedang menyaksikan kelucuan ini,
1753,negara konoha polisi ya ko bego2 yakerja cuma poto2 doang di jalan kalo lagi habis itu nilang pengendara kan lumayan kasih 50 ribu buat udud sama ngopi oh sungguh terlalu yg katanya penegak hukum tau mana,
1754,hack aset koruptor smp kismin atuh,
1755,pegawai mini market aja bisa punya ratusan ribu data gk perlu jadi hacker anak kalimantan emang masukin pelanggan yg bayar pake kartu dan kelompok mereka membuat alat scanner dah itu interpol cari,
1756,saya mah bingung hacker itu bisa kena tangkap logikanya gini kita misah megang hp tapi dak tu sofware seperti yt dll agak lain,
1757,dengan sadar dan memvalidasidengan bangga nya mempertontonkan ke dunguan masih kah kita harus percaya kecoa coklat,
1758,hacker yg budiman tolong bantu pak prabowo berantas koruptor di indonesia,
1759,,
1760,sdh biasa kepoliasian indomesia mah klo nagkap orng pasti salah tangkap mereka kebngetan halu tuk menangkap bjorkacyber polri merasa d cemenin sm bjorka yg w pertanyakan jika tu bkn tangakp skrng ap akan tetap dn penjarasedang kepolisian ngk mengrti system komputerintel indoensia k cele,
1761,namanya aja polisi,
1762,percayalah ngak bakalan dapat aparat nangkap bjorka,
1763,keseringan salah nangkappp,
1764,he jangan tuh,
1765,sebenerny kepercayaan dan ekspektasi kita masih agak tinggi ke polisibuktinya banyak yg pada kaget polisi salah tangkep,
1766,sangat bermakna tapi mengerikan kara katamungkin butuh prestasi mantap bg lanjutkan emng kenyataan nya begitu polisi kita sekarang,
1767,bodo amat sih mo itu bjorka asli atau palsu yh jlas klo hacker pro mah gk bkl ketangkep,
1768,bravo om ded,
1769,,
1770,saya lebih percaya hitler mati di indonesia daripada bjorka tangkap,
1771,byorka itu pengalihan issue soal mbg,
1772,smoga makin banyak kasus hack biar anak soc gajinya naik,
1773,indonesia itu banyak orang berkompeten di it tp rata tidak punya pekerjaan dan pemerintah kebanyakan karena wawasan nya bisa bilang masih 2030 hnya gelar hanya paham teori sedangkan yg ahli kemampuan mumpuni melalui otodidak lgs praktek saya lihat cyber security instansi mudah jebol kritikal dibuat dari awal dasar malah beli tau sendiri software pengaman jaringan biasanya byk kelemahan system sekelas alokasi dana pengamanan gede keamanan data jaga lewat kenapa ga buat agar menutup celah walau memakan waktu pntg terjaga daripada instan al hasil zonk keamana,
1774,sistem j begitu gampang untuk di permainkan b hahaha,
1775,2 kata lucu polisi blunder,
1776,saya harap anak hacker membongkar kepalsuan pejabat korup,
1777,polisi ya kerjaanya ngadalin masarakat,
1778,cam nya lama bngt di om ded padahal yg ngomong tamu tpi ga sorot,
1779,mungkin inilah efeknya masuk kerja bayar pake duit jadi hasilnya tuh tidak kompeten masa sekelas polisi salah tangkep mulu bukan sekali atau 2kali aja tapi inituh beneran dikadalin dan bikin kita tau ada dimana level saat ini nah kalo hacker kan bisa dicomot orangnya buat sesuatu yg positif sama pemerintah,
1780,data tersebut biasanya para pejabat juga yang beli contoh misal dinas pertanian pariwisata atau apalah dari pusat dikasih dana untuk dibagikan kekelompok tani pupuk dipusat cuma butuh penerimanya aja udah dikiranya beneran segitu sampai ke orang gk taunya dikibulin dibeli itu oleh koruptor pemilu bahwa saya punya masa sekian juta langsung cair intinya data2 buat ladang korupsi saja karena sejatinya pribadi kita miliki tidak berfungsi lain apa coba bisa digunakan hal apapun selain tadi aku sebutkan diatas,
1781,bjorka kayaknya bukan individu tapi udah menjadi kelompok,
1782,mgkin polisi nya itung2 bs bantu pakde tuk partisipasi pengalihan isu btw kasus yg dr sumatera tu si bobby ya,
1783,saya waktu smp sering ke warnet belajar bobol akun fb disitu berhasil membobol salah satu dan next spam sms yang sudah di hapus sama nomro tersebut tapi pas yg nimbul lagi nya hal hasil hp eror gara muncul terus notifikasi terakhir mau data belum berani kemungkin kalau pasti bisa soalnya dari komputer itu gampang,
1784,bisa jadi bjorka itu adalah orang dalam pemerintahan juga sengaja buat dagelan seperti ini di lingkup masyarakat hahahaha tujuannya untuk lucu lucuan aja,
1785,polri menampar diri mereka sendiri dengan apa yg lakukan malu nya ampe ubun itu wkwkwk,
